id,camera_id,housing_id,lens_id,gear_id,adapter_id,extension1_id,extension2_id,port_id,notes,created_at,extension3_id
7534,62,96,341,261,,119,,119,,2025-11-03 00:49:38.826547+00,
7535,62,96,341,261,,119,,124,,2025-11-03 00:49:38.926912+00,
7536,62,96,341,261,,119,,121,,2025-11-03 00:49:39.029501+00,
7537,62,96,341,261,,119,,117,,2025-11-03 00:49:39.128288+00,
7538,62,96,341,261,,121,,119,,2025-11-03 00:49:39.229772+00,
7539,62,96,341,261,,121,,124,,2025-11-03 00:49:39.330234+00,
7540,62,96,341,261,,121,,121,,2025-11-03 00:49:39.42985+00,
7541,62,96,341,261,,121,,117,,2025-11-03 00:49:39.533157+00,
7542,62,96,342,321,,98,,140,,2025-11-03 00:49:39.635068+00,
7543,62,96,342,321,,99,,140,,2025-11-03 00:49:39.741636+00,
7544,62,96,342,321,,119,,119,,2025-11-03 00:49:39.841948+00,
7545,62,96,342,321,,119,,124,,2025-11-03 00:49:39.941549+00,
7546,62,96,342,321,,119,,121,,2025-11-03 00:49:40.047503+00,
7547,62,96,342,321,,119,,117,,2025-11-03 00:49:40.148023+00,
7548,62,96,342,321,,120,,119,,2025-11-03 00:49:40.258246+00,
7549,62,96,342,321,,120,,124,,2025-11-03 00:49:40.35842+00,
7550,62,96,342,321,,120,,121,,2025-11-03 00:49:40.463763+00,
7551,62,96,342,321,,120,,117,,2025-11-03 00:49:40.620856+00,
7552,62,96,342,321,,113,,81,,2025-11-03 00:49:40.722852+00,
7553,62,96,342,321,,113,,80,,2025-11-03 00:49:40.828388+00,
7554,62,96,342,321,,114,,81,,2025-11-03 00:49:40.930003+00,
7555,62,96,342,321,,114,,80,,2025-11-03 00:49:41.041922+00,
7556,62,96,343,322,,113,,119,,2025-11-03 00:49:41.146654+00,
7557,62,96,343,322,,114,,119,,2025-11-03 00:49:41.249909+00,
7558,62,96,343,322,,119,,124,,2025-11-03 00:49:41.354417+00,
7559,62,96,343,322,,119,,121,,2025-11-03 00:49:41.457267+00,
7560,62,96,343,322,,119,,117,,2025-11-03 00:49:41.560767+00,
7561,62,96,343,322,,120,,124,,2025-11-03 00:49:41.670589+00,
7562,62,96,343,322,,120,,121,,2025-11-03 00:49:41.776783+00,
7563,62,96,343,322,,120,,117,,2025-11-03 00:49:41.879438+00,
7564,62,96,343,322,,111,,81,,2025-11-03 00:49:41.983667+00,
7565,62,96,343,322,,111,,80,,2025-11-03 00:49:42.086572+00,
7566,62,96,343,322,,112,,81,,2025-11-03 00:49:42.190773+00,
7567,62,96,343,322,,112,,80,,2025-11-03 00:49:42.294669+00,
7568,62,96,344,297,,117,,121,,2025-11-03 00:49:42.395338+00,
7569,62,96,344,297,,118,,121,,2025-11-03 00:49:42.496617+00,
7570,103,151,251,207,,,,108,,2025-11-03 00:49:42.59906+00,
7571,103,151,252,208,,92,,108,,2025-11-03 00:49:42.702095+00,
7572,103,151,252,208,,93,,110,,2025-11-03 00:49:42.803121+00,
7573,103,151,252,208,,,,106,,2025-11-03 00:49:42.909976+00,
7574,103,151,257,219,14,,,112,,2025-11-03 00:49:43.011603+00,
7575,103,151,257,,,,,113,,2025-11-03 00:49:43.119632+00,
7576,103,151,250,206,,,,110,,2025-11-03 00:49:43.216986+00,
7577,103,151,249,205,,92,,108,,2025-11-03 00:49:43.31626+00,
